userid,education,region,hhsz,age,income,child,race,country,barnesandnoble_purchases
14600529,,2.0,3,7.0,7,1,1,0,0.0
14606573,,3.0,2,11.0,3,0,1,0,0.0
14607395,5.0,3.0,3,3.0,2,0,1,0,0.0
14612143,,3.0,4,9.0,3,1,1,0,0.0
14622921,,3.0,4,6.0,7,1,1,0,0.0
14626684,1.0,1.0,2,6.0,7,0,1,0,2.0
14636828,4.0,3.0,6,6.0,6,1,1,0,1.0
14650050,,1.0,2,3.0,6,1,1,0,0.0
14660002,4.0,3.0,3,7.0,7,1,1,0,0.0
14682726,,3.0,2,3.0,2,1,1,0,0.0
14731922,,4.0,2,8.0,7,0,1,0,0.0
14856019,,4.0,4,7.0,7,1,1,0,1.0
14914301,,3.0,2,9.0,7,1,1,0,0.0
14991839,,3.0,2,11.0,5,0,1,0,0.0
15036041,,1.0,2,8.0,5,1,1,0,0.0
15036569,,4.0,1,5.0,7,0,1,1,1.0
15037684,1.0,2.0,3,10.0,6,1,1,0,0.0
15104014,,,4,3.0,2,1,1,0,0.0
15225345,,1.0,4,2.0,2,1,2,0,4.0
15264631,,2.0,2,4.0,4,0,1,0,9.0
15265630,,4.0,2,8.0,7,0,1,0,0.0
15301527,,1.0,5,4.0,6,1,1,0,0.0
15302001,,4.0,5,11.0,4,1,2,0,0.0
15311381,4.0,1.0,3,7.0,4,1,2,0,0.0
15482601,,3.0,2,11.0,4,1,1,0,2.0
15493673,2.0,3.0,4,8.0,4,1,1,0,0.0
15511333,,4.0,2,6.0,5,0,1,0,4.0
15538070,,1.0,2,9.0,3,0,1,0,0.0
15617733,,1.0,2,4.0,4,0,1,0,0.0
15619101,,3.0,3,11.0,4,1,1,0,2.0
15687697,2.0,4.0,3,7.0,6,1,1,0,0.0
10727092,,2.0,3,6.0,7,1,1,0,6.0
12130933,,2.0,3,10.0,6,1,1,0,6.0
12801568,,1.0,4,8.0,1,1,1,0,1.0
13005114,1.0,3.0,3,11.0,4,1,1,0,0.0
13013726,,4.0,2,11.0,6,0,1,0,0.0
13318310,,3.0,2,8.0,5,1,1,0,0.0
13471028,,2.0,4,6.0,5,1,1,1,0.0
13526031,,2.0,6,5.0,6,1,1,0,2.0
13529954,,3.0,2,6.0,1,1,1,0,0.0
13648881,,1.0,3,8.0,7,1,1,0,0.0
13778696,,1.0,2,5.0,7,0,1,0,0.0
14220899,,2.0,5,10.0,5,1,1,0,0.0
14275621,,4.0,1,5.0,2,0,1,0,0.0
14353339,,1.0,2,3.0,1,0,1,0,1.0
14375514,,2.0,2,8.0,5,1,1,0,0.0
14391185,3.0,1.0,2,9.0,5,0,5,1,4.0
14411115,,4.0,3,6.0,2,1,1,1,0.0
14423467,,1.0,3,6.0,6,1,1,0,0.0
14424301,,2.0,2,8.0,5,1,1,0,37.0
14504873,,3.0,5,8.0,6,1,1,0,0.0
14510347,,3.0,4,7.0,7,1,1,0,1.0
14551023,5.0,4.0,3,11.0,1,1,1,0,1.0
14566468,,2.0,3,9.0,4,1,1,0,0.0
14571229,,3.0,2,8.0,1,0,1,0,0.0
14597638,2.0,2.0,5,6.0,4,1,1,1,0.0
14598614,,1.0,2,8.0,6,0,1,0,0.0
14739543,,3.0,4,8.0,7,1,1,0,0.0
14781138,,2.0,5,10.0,4,1,1,0,0.0
14999441,,3.0,4,8.0,7,1,3,0,0.0
15050033,,1.0,3,7.0,5,1,1,0,7.0
15059106,,4.0,3,6.0,6,1,1,0,0.0
15064610,,2.0,2,8.0,6,0,1,0,0.0
15065120,,3.0,4,5.0,6,0,1,0,1.0
15328815,,3.0,5,8.0,4,1,1,0,0.0
15356919,,3.0,4,8.0,4,1,1,0,1.0
15394402,,2.0,4,4.0,7,1,1,0,0.0
15417162,1.0,1.0,5,10.0,7,1,1,0,1.0
15453437,,,2,7.0,2,0,1,0,1.0
15464047,1.0,1.0,2,6.0,4,0,1,0,0.0
15516162,5.0,4.0,2,11.0,3,1,3,0,0.0
15519988,,2.0,5,10.0,5,1,1,0,0.0
15545337,5.0,4.0,5,8.0,3,1,1,0,0.0
15594499,,4.0,3,11.0,3,1,1,1,0.0
10402332,2.0,3.0,4,8.0,4,1,1,1,0.0
11355037,2.0,3.0,2,4.0,3,1,1,0,5.0
11504516,,2.0,5,5.0,5,1,1,0,9.0
11570345,,4.0,2,5.0,2,0,1,1,0.0
12668456,2.0,2.0,3,8.0,2,1,1,1,0.0
12764373,2.0,2.0,4,11.0,5,1,1,0,0.0
12807647,5.0,1.0,5,9.0,5,1,1,0,0.0
13005791,2.0,2.0,4,8.0,7,1,1,0,0.0
13058701,,4.0,2,5.0,3,0,1,0,0.0
13118383,2.0,3.0,1,11.0,6,0,1,1,0.0
13153997,,3.0,3,6.0,1,1,1,0,3.0
13534327,4.0,1.0,2,11.0,6,0,1,0,0.0
13715203,1.0,4.0,4,3.0,1,1,1,0,0.0
13757322,,1.0,2,6.0,4,0,1,0,0.0
13766557,,1.0,3,9.0,7,1,1,1,0.0
13862497,,2.0,2,11.0,1,0,1,0,1.0
13907633,,1.0,2,8.0,1,1,1,0,21.0
13911009,,2.0,2,8.0,5,1,1,0,0.0
14020270,1.0,4.0,2,5.0,5,1,1,0,0.0
14035084,,2.0,6,7.0,5,1,1,0,0.0
14225358,,1.0,3,10.0,4,1,1,0,8.0
14453258,1.0,4.0,3,7.0,5,1,1,0,0.0
14529876,,3.0,3,6.0,3,1,1,0,1.0
14536240,,3.0,2,7.0,1,1,2,0,1.0
14559499,,3.0,2,11.0,1,0,1,0,0.0
14682331,1.0,2.0,6,8.0,5,1,1,0,1.0
14741862,,3.0,6,6.0,2,1,1,0,0.0
14776953,,4.0,3,4.0,6,1,1,0,0.0
14786529,,3.0,2,8.0,2,1,1,0,0.0
14906216,,4.0,3,9.0,7,1,1,0,1.0
14906614,,1.0,2,5.0,1,0,1,0,0.0
14948057,,3.0,2,11.0,5,1,1,0,0.0
15005895,,2.0,6,6.0,5,1,1,0,0.0
15034966,,2.0,5,5.0,7,1,1,0,0.0
15059243,,3.0,3,11.0,2,1,1,0,0.0
15202721,5.0,4.0,2,5.0,5,0,3,0,0.0
15272628,4.0,3.0,6,6.0,6,1,1,0,0.0
15320493,1.0,1.0,3,6.0,6,1,1,0,0.0
15355848,,2.0,4,7.0,7,1,1,0,0.0
15400447,,2.0,3,9.0,4,1,1,0,0.0
15464289,,2.0,4,9.0,4,1,1,0,0.0
15676879,2.0,4.0,1,11.0,5,0,1,0,0.0
15683268,1.0,3.0,2,9.0,4,1,1,0,0.0
10276078,5.0,1.0,2,4.0,6,1,1,1,1.0
11501952,,1.0,4,7.0,6,1,1,0,0.0
11536575,,1.0,4,8.0,7,1,1,0,0.0
11579848,4.0,2.0,5,8.0,5,1,1,0,0.0
12516548,,3.0,2,11.0,7,1,2,0,0.0
12910347,,1.0,2,9.0,7,0,1,0,3.0
12935197,,3.0,2,10.0,2,0,1,0,2.0
13063841,,2.0,2,11.0,5,0,1,0,0.0
13111372,,4.0,5,8.0,7,1,1,0,1.0
13601894,4.0,2.0,3,9.0,5,1,1,0,0.0
13737345,,1.0,4,10.0,7,1,1,1,2.0
13787110,,1.0,2,8.0,7,0,1,1,0.0
14032427,2.0,1.0,4,6.0,2,1,3,0,0.0
14094153,,1.0,5,7.0,6,1,1,0,0.0
14111990,,3.0,1,2.0,3,0,1,0,0.0
14310611,,3.0,2,11.0,5,0,1,1,0.0
14385942,,1.0,4,8.0,7,1,1,0,1.0
14414463,,3.0,3,1.0,1,1,1,0,0.0
14507123,,3.0,3,8.0,7,1,1,0,0.0
14511473,,3.0,2,9.0,4,1,1,0,0.0
14567294,,1.0,2,9.0,7,0,1,0,0.0
14580015,,4.0,3,6.0,4,1,1,0,0.0
14581078,,2.0,4,6.0,7,1,2,1,9.0
14581934,,1.0,2,7.0,1,1,1,0,1.0
14585950,,3.0,3,10.0,7,1,1,0,0.0
14633478,,3.0,2,6.0,4,0,1,1,0.0
14643196,,2.0,2,11.0,4,1,1,0,1.0
14645522,,3.0,3,6.0,6,1,1,0,0.0
14677836,,2.0,5,10.0,7,1,1,0,0.0
14870851,2.0,2.0,3,11.0,6,1,1,0,0.0
14922410,,1.0,2,6.0,1,1,1,0,2.0
15303126,,1.0,1,7.0,7,0,1,0,0.0
15310691,,4.0,3,5.0,2,0,1,0,0.0
15315758,1.0,3.0,3,3.0,3,1,1,0,0.0
15340441,,4.0,4,9.0,6,1,1,0,0.0
15409849,1.0,3.0,1,4.0,2,0,1,0,1.0
15521281,,3.0,4,11.0,3,1,1,1,0.0
15536036,,1.0,6,8.0,3,1,1,1,0.0
15606397,2.0,3.0,3,7.0,3,1,1,0,0.0
15628959,4.0,2.0,4,8.0,5,1,1,0,2.0
15642858,1.0,3.0,4,9.0,1,1,1,0,4.0
15644102,1.0,1.0,4,7.0,5,1,1,0,1.0
10783931,,2.0,4,6.0,2,1,1,1,0.0
12496508,1.0,4.0,3,9.0,2,1,1,0,6.0
12583438,,1.0,2,7.0,6,0,1,0,1.0
12727599,,3.0,2,10.0,6,1,1,0,0.0
12945345,,3.0,2,6.0,7,0,1,0,7.0
13041559,,3.0,2,11.0,7,1,1,0,0.0
13369561,4.0,4.0,2,7.0,5,1,1,1,0.0
13371981,,4.0,2,3.0,4,0,1,0,0.0
13386448,,2.0,5,7.0,6,1,1,0,0.0
13421743,,3.0,4,8.0,7,1,2,1,0.0
13423591,,2.0,2,3.0,1,1,1,1,0.0
13620711,,3.0,2,7.0,5,0,1,1,0.0
13780415,,3.0,4,7.0,5,1,1,0,0.0
13788577,4.0,3.0,3,7.0,7,1,1,0,0.0
13831903,,1.0,3,7.0,5,1,1,0,0.0
14006068,,3.0,6,3.0,4,0,1,1,1.0
14030600,,3.0,2,9.0,7,0,1,0,0.0
14224007,,2.0,5,6.0,5,1,1,0,0.0
14382791,5.0,4.0,3,3.0,7,1,1,0,0.0
14448194,,2.0,2,10.0,1,1,1,1,0.0
14471417,,3.0,2,7.0,6,0,1,0,0.0
14538250,,2.0,4,9.0,6,1,1,0,0.0
14545846,,4.0,5,11.0,6,1,1,0,0.0
14563861,,1.0,2,8.0,5,1,1,0,1.0
14569996,,3.0,2,10.0,6,1,1,0,0.0
14586471,,1.0,2,11.0,5,0,1,0,0.0
14598405,,3.0,2,4.0,5,1,1,0,0.0
14627143,,4.0,5,7.0,7,1,1,0,0.0
14639244,,3.0,5,10.0,6,1,1,0,1.0
14673154,4.0,2.0,2,8.0,6,1,1,0,0.0
14698805,,3.0,2,2.0,4,0,1,0,0.0
14744308,,4.0,3,9.0,7,1,1,0,0.0
14880680,,1.0,2,8.0,2,0,1,0,0.0
14929377,,3.0,2,3.0,1,0,1,0,0.0
15018930,,1.0,4,6.0,6,1,1,0,0.0
15082183,,2.0,3,5.0,3,0,1,0,0.0
15084475,4.0,1.0,2,7.0,7,0,1,0,0.0
15304168,,1.0,2,10.0,1,0,1,0,0.0
15343356,,3.0,5,2.0,7,1,1,0,0.0
15351424,1.0,2.0,5,9.0,7,1,1,0,0.0
15359230,,4.0,4,4.0,5,1,1,0,1.0
15409037,1.0,1.0,6,7.0,4,1,1,0,0.0
15441736,4.0,4.0,5,6.0,5,1,1,0,0.0
15566427,,4.0,1,4.0,6,0,1,0,0.0
15571793,,1.0,1,3.0,5,0,1,0,0.0
15611661,,4.0,3,9.0,7,1,1,0,0.0
15624732,1.0,1.0,3,5.0,2,1,1,0,0.0
15628303,2.0,4.0,2,10.0,2,1,1,1,0.0
15666795,,2.0,5,8.0,7,1,1,0,1.0
15677156,1.0,3.0,4,6.0,1,1,1,0,1.0
9790168,,4.0,1,10.0,3,0,1,1,0.0
10295642,,4.0,4,6.0,7,1,1,0,0.0
10680036,,1.0,4,7.0,6,1,1,0,0.0
10734292,1.0,4.0,2,6.0,6,0,1,0,1.0
11442511,,1.0,4,8.0,7,1,1,0,0.0
11444495,,1.0,1,8.0,5,0,1,0,3.0
11480646,5.0,2.0,5,4.0,2,1,1,1,0.0
11483119,2.0,4.0,4,8.0,7,1,1,0,1.0
11934526,,3.0,1,10.0,7,0,1,0,1.0
12639378,,2.0,5,7.0,7,1,1,0,0.0
12904556,,3.0,3,9.0,5,1,2,0,0.0
12905217,1.0,2.0,4,10.0,7,1,1,0,2.0
12987830,,1.0,2,2.0,6,0,1,1,0.0
13023838,,2.0,2,4.0,7,0,1,0,4.0
13071570,,1.0,2,3.0,7,0,2,0,4.0
13160619,,3.0,2,5.0,5,0,1,0,0.0
13250951,,3.0,2,6.0,1,0,1,1,0.0
13375756,,1.0,3,9.0,1,1,1,1,0.0
13575798,,1.0,3,5.0,7,1,1,0,0.0
13599251,2.0,4.0,2,5.0,5,1,1,0,0.0
13606567,,1.0,6,7.0,6,1,1,0,2.0
13612811,2.0,2.0,4,10.0,7,1,1,1,1.0
13660191,,2.0,3,4.0,1,0,1,0,0.0
13709207,4.0,4.0,5,6.0,6,1,1,1,0.0
13716229,,4.0,2,5.0,6,1,1,1,0.0
13825375,,3.0,3,5.0,5,1,1,0,0.0
13885407,,3.0,4,5.0,1,1,1,0,0.0
14100457,,2.0,5,6.0,5,1,1,0,0.0
14138820,,3.0,4,11.0,4,0,1,0,12.0
14242556,,2.0,2,9.0,2,1,1,0,1.0
14312189,,2.0,3,11.0,1,0,1,1,0.0
14373728,,1.0,3,8.0,2,1,1,0,0.0
14411341,,4.0,3,4.0,3,1,1,0,0.0
14507667,,1.0,2,7.0,7,0,1,0,0.0
14511533,,4.0,4,8.0,7,1,1,0,0.0
14537543,,4.0,2,6.0,5,0,1,0,0.0
14538796,,1.0,6,9.0,6,1,1,0,0.0
14544475,,3.0,6,8.0,6,1,1,0,0.0
14549120,,3.0,3,11.0,6,1,1,0,0.0
14556561,,1.0,3,6.0,7,1,1,0,0.0
14580566,,3.0,5,6.0,4,1,1,0,1.0
14582940,,2.0,3,9.0,1,0,1,1,0.0
14584414,,1.0,2,10.0,5,0,1,0,8.0
14625073,,4.0,4,6.0,4,1,1,0,0.0
14658177,,4.0,4,3.0,6,1,1,0,0.0
14717035,,4.0,3,10.0,7,1,1,0,0.0
14729691,,1.0,3,6.0,6,1,1,0,2.0
14730549,,2.0,5,8.0,6,1,1,0,0.0
14959945,,3.0,2,10.0,4,0,1,0,0.0
14994147,4.0,2.0,4,5.0,1,1,1,0,0.0
15035091,2.0,3.0,2,11.0,5,0,1,0,0.0
15216034,,1.0,4,11.0,5,1,1,0,2.0
15374576,2.0,2.0,2,3.0,2,0,1,0,0.0
15415515,2.0,3.0,1,6.0,1,0,1,0,2.0
15440965,,1.0,5,9.0,5,1,3,0,0.0
15512446,2.0,4.0,3,7.0,7,1,1,0,0.0
15539586,1.0,1.0,4,10.0,4,1,1,0,0.0
15549986,2.0,2.0,4,3.0,1,1,1,0,0.0
15659772,,3.0,3,2.0,6,0,1,0,0.0
15687837,2.0,3.0,2,7.0,6,0,1,0,3.0
9573834,,4.0,2,10.0,5,1,1,0,2.0
10558921,,3.0,4,11.0,4,1,1,0,9.0
12597026,,1.0,2,9.0,7,1,1,0,27.0
12908294,,4.0,3,7.0,5,1,1,0,0.0
12945942,,3.0,3,7.0,5,1,1,1,0.0
12988047,1.0,4.0,5,6.0,4,1,3,0,0.0
12989694,,2.0,4,8.0,5,1,1,0,0.0
13003873,,3.0,2,5.0,4,0,1,1,0.0
13051993,,3.0,2,8.0,7,1,1,0,0.0
13053120,,1.0,2,9.0,3,0,1,1,2.0
13075048,2.0,2.0,6,7.0,6,1,1,0,0.0
13115389,1.0,2.0,6,11.0,6,1,1,0,5.0
13143172,5.0,2.0,3,2.0,1,1,1,0,0.0
13354483,1.0,4.0,6,9.0,5,1,1,1,0.0
13395356,,4.0,4,9.0,1,1,1,0,0.0
13407385,,4.0,3,5.0,6,1,1,1,1.0
13576557,4.0,3.0,5,9.0,5,1,1,0,0.0
13579829,,2.0,4,7.0,3,1,1,0,0.0
13647048,,1.0,6,5.0,2,1,1,1,0.0
13801209,5.0,1.0,2,3.0,1,1,1,0,0.0
13806333,,1.0,3,11.0,6,1,1,0,0.0
13877358,1.0,1.0,4,10.0,7,1,1,0,0.0
13925914,,4.0,1,10.0,6,0,1,1,0.0
13950444,,2.0,5,11.0,1,1,1,0,0.0
13974744,4.0,3.0,3,6.0,1,1,1,0,1.0
14216091,,3.0,4,5.0,6,1,1,0,0.0
14316904,,1.0,4,8.0,7,1,1,0,5.0
14402596,,1.0,4,5.0,7,1,1,0,0.0
14411746,,1.0,2,5.0,6,0,1,0,2.0
14467095,,1.0,3,10.0,7,1,1,0,0.0
14588267,,2.0,3,9.0,6,1,1,0,0.0
14600548,1.0,2.0,6,6.0,7,1,1,0,0.0
14627418,,4.0,2,7.0,5,1,1,1,0.0
14646496,,4.0,4,10.0,3,1,1,0,0.0
14805784,,1.0,2,7.0,7,1,1,0,0.0
14924813,,2.0,5,6.0,2,1,1,0,2.0
15021129,,1.0,3,7.0,5,1,1,0,0.0
15090571,4.0,3.0,2,8.0,7,1,1,0,0.0
15315691,,4.0,4,6.0,7,1,1,0,0.0
15334626,1.0,4.0,2,10.0,7,0,1,0,3.0
15378771,5.0,4.0,4,3.0,2,1,1,0,0.0
15421048,2.0,3.0,3,5.0,2,1,1,0,2.0
15518068,4.0,2.0,3,6.0,5,1,1,0,0.0
15544146,4.0,4.0,5,7.0,3,1,1,0,0.0
15606498,,2.0,5,3.0,5,1,1,0,1.0
15648156,1.0,2.0,4,6.0,3,1,1,0,0.0
9576277,,1.0,3,8.0,7,1,1,0,5.0
10102970,,1.0,2,4.0,5,0,1,0,0.0
10259465,1.0,3.0,2,8.0,5,1,1,0,0.0
11494081,,3.0,5,11.0,7,1,1,0,1.0
11616759,,3.0,5,8.0,3,1,1,1,0.0
11939633,,3.0,4,7.0,6,1,1,0,0.0
12436273,,2.0,1,5.0,5,0,1,0,0.0
12744094,,1.0,4,8.0,4,0,1,0,0.0
13021979,4.0,4.0,3,6.0,5,1,1,0,0.0
13038083,,4.0,2,5.0,3,0,1,1,0.0
13055379,,4.0,6,11.0,4,1,1,1,0.0
13063815,1.0,3.0,2,7.0,3,1,1,0,23.0
13416286,,1.0,5,11.0,7,1,1,0,6.0
13485535,,2.0,2,6.0,3,0,1,0,0.0
13519333,,3.0,4,5.0,5,1,1,1,0.0
13574515,,1.0,5,7.0,6,1,1,0,0.0
13599130,4.0,2.0,3,8.0,6,1,1,0,0.0
13611665,1.0,2.0,4,10.0,5,1,1,0,0.0
13693076,2.0,3.0,1,8.0,3,0,1,0,0.0
13733521,,3.0,3,4.0,4,1,1,0,0.0
13789636,,4.0,2,5.0,1,0,1,0,1.0
13983747,,4.0,4,8.0,6,1,1,0,0.0
14033880,4.0,3.0,6,7.0,6,1,1,0,0.0
14123811,2.0,3.0,4,6.0,6,1,1,0,9.0
14214542,,3.0,2,6.0,6,1,1,0,0.0
14235346,,2.0,5,5.0,7,1,1,0,0.0
14250667,,1.0,2,7.0,7,0,1,0,2.0
14317929,4.0,1.0,6,6.0,5,1,1,0,0.0
14371925,,4.0,3,7.0,1,1,1,0,4.0
14400511,,1.0,2,9.0,7,0,1,1,2.0
14429759,,3.0,4,6.0,7,1,1,0,0.0
14558355,,3.0,2,8.0,5,0,1,0,0.0
14559099,,3.0,2,8.0,7,1,1,0,0.0
14579213,,3.0,5,8.0,5,1,1,0,0.0
14581922,,4.0,1,5.0,7,0,1,0,0.0
14588775,,1.0,4,5.0,7,1,1,1,0.0
14605302,,3.0,2,9.0,5,0,1,0,0.0
14622355,,2.0,2,6.0,6,1,1,0,0.0
14734748,2.0,2.0,4,8.0,7,1,1,0,1.0
14760761,,2.0,6,9.0,7,1,1,0,0.0
14790068,2.0,2.0,2,7.0,7,1,1,1,1.0
14875671,2.0,3.0,5,8.0,1,1,1,0,0.0
14890646,1.0,3.0,3,8.0,7,1,1,0,0.0
14897691,1.0,3.0,1,6.0,4,0,1,1,0.0
14915911,2.0,1.0,1,6.0,5,0,1,0,0.0
14922815,,1.0,2,8.0,3,1,1,0,0.0
15009797,,4.0,3,10.0,6,1,1,0,1.0
15012544,,4.0,2,2.0,3,1,1,0,0.0
15097756,,2.0,2,5.0,7,1,1,0,0.0
15111295,,2.0,2,3.0,4,0,1,0,0.0
15200108,2.0,1.0,4,7.0,7,1,1,0,0.0
15299876,,3.0,1,5.0,1,0,1,0,0.0
15352546,,2.0,6,5.0,4,1,1,0,0.0
15397231,4.0,4.0,3,6.0,7,1,1,1,0.0
15479400,,4.0,2,8.0,7,0,1,1,3.0
15500647,,3.0,4,10.0,4,1,1,0,0.0
15501617,2.0,4.0,3,4.0,1,1,1,0,1.0
15516572,4.0,4.0,2,10.0,4,1,1,0,0.0
15528027,1.0,3.0,4,11.0,5,1,1,1,0.0
15556232,2.0,2.0,3,4.0,3,1,1,0,0.0
10371941,,3.0,2,7.0,4,0,1,1,0.0
10724608,,4.0,5,6.0,1,1,1,1,2.0
12115022,,1.0,2,7.0,5,0,1,0,3.0
12704493,,3.0,2,3.0,1,1,1,0,0.0
12833542,,4.0,3,9.0,2,0,5,1,0.0
12841589,,3.0,2,5.0,5,1,1,1,0.0
12881632,1.0,1.0,4,8.0,7,1,1,0,4.0
12906553,,4.0,4,9.0,1,1,1,0,6.0
12913882,,2.0,3,8.0,7,1,1,0,0.0
12918098,1.0,3.0,4,8.0,4,1,1,0,0.0
13009480,,4.0,2,4.0,5,1,1,1,0.0
13047608,,1.0,3,11.0,4,1,1,0,0.0
13057528,2.0,3.0,2,11.0,4,1,1,1,0.0
13514897,2.0,4.0,2,6.0,3,1,1,1,0.0
13574128,1.0,4.0,4,8.0,5,1,1,1,0.0
13711436,,4.0,3,9.0,5,1,1,1,0.0
13723937,,3.0,2,6.0,5,0,1,0,0.0
13815869,,3.0,3,5.0,3,1,1,0,0.0
14339328,,4.0,3,5.0,5,1,1,0,0.0
14388401,,3.0,3,6.0,3,0,1,0,0.0
14426369,,1.0,2,10.0,1,1,1,0,11.0
14513064,,1.0,5,11.0,7,1,1,0,0.0
14536455,,4.0,4,5.0,4,1,1,0,0.0
14579311,,4.0,2,9.0,6,1,1,0,0.0
14586118,,2.0,4,11.0,7,1,1,0,0.0
14591100,,4.0,3,6.0,6,0,1,0,0.0
14608331,,4.0,3,7.0,1,1,1,1,0.0
14613509,,1.0,3,10.0,7,1,1,0,0.0
14646116,,3.0,2,8.0,7,0,1,0,0.0
14682074,,3.0,3,10.0,7,1,1,1,0.0
14976275,2.0,1.0,5,11.0,4,1,1,0,1.0
15018686,,2.0,2,9.0,7,0,1,0,0.0
15059876,,4.0,5,9.0,7,1,1,0,0.0
15199461,,3.0,3,7.0,4,1,1,0,0.0
15200585,,2.0,5,8.0,7,1,1,0,0.0
15386896,2.0,2.0,4,7.0,2,0,1,0,6.0
15504848,1.0,4.0,4,4.0,5,1,1,0,0.0
15525723,2.0,4.0,3,11.0,5,1,1,1,0.0
15532634,1.0,3.0,2,5.0,5,0,1,0,0.0
15541058,,3.0,2,6.0,6,1,1,0,0.0
15653466,5.0,3.0,2,11.0,4,0,1,0,0.0
15669326,,1.0,5,8.0,6,1,1,0,1.0
9752844,3.0,4.0,2,7.0,3,1,1,0,2.0
10746199,,4.0,2,7.0,1,0,1,0,2.0
12726840,,3.0,4,5.0,6,1,1,1,0.0
12963558,,4.0,4,9.0,6,1,1,0,0.0
12963828,,4.0,3,6.0,7,1,1,0,1.0
13062227,,4.0,4,9.0,1,0,1,0,0.0
13369340,4.0,3.0,5,10.0,7,1,1,0,0.0
13392269,,1.0,4,9.0,5,1,1,0,0.0
13576335,,4.0,2,10.0,2,1,1,0,0.0
13579918,,3.0,1,3.0,2,0,1,0,0.0
13612364,,3.0,5,8.0,7,1,1,0,1.0
13755456,2.0,1.0,2,3.0,4,0,1,0,0.0
14342476,,4.0,2,6.0,1,0,1,0,0.0
14517772,,3.0,3,7.0,4,1,1,0,0.0
14537589,,4.0,6,5.0,5,1,1,0,0.0
14538745,,1.0,4,7.0,6,0,2,0,0.0
14577803,,1.0,4,8.0,3,1,1,0,0.0
14831072,,4.0,5,10.0,7,1,1,1,0.0
14840887,,4.0,3,9.0,7,1,1,0,0.0
14895051,,4.0,2,9.0,7,0,1,0,9.0
14955321,,4.0,3,8.0,5,1,1,0,4.0
14988840,,3.0,1,10.0,4,0,1,0,0.0
15109190,,4.0,2,5.0,4,0,1,1,0.0
15416597,,3.0,3,10.0,4,1,1,0,3.0
15655394,1.0,1.0,3,6.0,6,1,1,0,5.0
10723060,4.0,1.0,3,9.0,5,1,1,0,30.0
10769551,,1.0,3,6.0,6,1,1,0,0.0
11442424,5.0,2.0,2,9.0,5,0,1,0,0.0
12745840,,2.0,5,3.0,5,1,1,1,0.0
12982360,,1.0,3,3.0,1,1,1,0,0.0
13034955,,1.0,2,7.0,7,1,1,0,1.0
13342158,,3.0,4,5.0,7,1,1,1,3.0
13405674,,3.0,2,9.0,7,1,1,0,0.0
13421731,1.0,1.0,6,6.0,5,1,1,0,11.0
13581508,,1.0,6,6.0,6,1,1,0,6.0
13591665,4.0,4.0,3,5.0,5,1,1,0,0.0
13706003,,1.0,6,5.0,4,1,1,1,3.0
13736776,,1.0,2,11.0,4,1,1,0,0.0
13836210,,4.0,2,3.0,1,0,1,0,0.0
13878442,4.0,4.0,6,5.0,7,1,1,0,0.0
13930851,5.0,2.0,4,9.0,3,1,1,0,2.0
14095598,4.0,2.0,2,5.0,5,1,1,0,0.0
14117018,,3.0,3,11.0,5,1,1,0,1.0
14251015,,4.0,4,3.0,5,0,1,0,6.0
14374817,,1.0,3,8.0,2,1,1,1,9.0
14376090,,4.0,2,4.0,2,0,1,0,6.0
14413830,,4.0,3,3.0,2,1,1,0,1.0
14426395,,2.0,5,10.0,5,1,1,0,2.0
14500497,,2.0,2,10.0,5,1,1,0,0.0
14509940,,3.0,2,10.0,5,0,1,0,5.0
14520171,,1.0,3,6.0,5,1,1,0,0.0
14581377,1.0,1.0,2,6.0,5,1,3,0,9.0
14622631,,3.0,5,7.0,7,0,1,0,0.0
14660953,,3.0,2,4.0,6,1,1,0,0.0
14821754,,1.0,5,11.0,6,1,1,0,1.0
14893893,4.0,1.0,2,7.0,5,0,1,0,0.0
15061894,,,4,5.0,5,1,1,0,0.0
15365357,,4.0,4,11.0,6,0,1,0,0.0
15413978,2.0,1.0,2,2.0,1,1,1,0,0.0
15457777,4.0,1.0,3,11.0,3,0,1,0,0.0
15563314,4.0,1.0,3,8.0,7,1,1,0,0.0
15564948,,2.0,2,8.0,5,0,1,0,0.0
15599595,,3.0,3,10.0,1,1,1,0,6.0
15619378,,3.0,3,10.0,7,1,1,0,0.0
10260599,,2.0,1,8.0,2,0,2,0,0.0
12953787,,1.0,2,6.0,3,1,1,0,0.0
12989830,2.0,4.0,3,8.0,6,1,1,0,0.0
13015610,4.0,2.0,2,3.0,2,0,1,0,0.0
13120863,,3.0,3,9.0,6,1,1,1,0.0
13632216,5.0,1.0,3,5.0,7,1,1,1,0.0
14061225,2.0,3.0,3,5.0,4,1,1,0,0.0
14305622,4.0,1.0,2,8.0,6,0,1,1,0.0
14529506,,3.0,5,7.0,2,1,1,1,0.0
14532637,,3.0,2,9.0,7,1,1,0,0.0
14539464,,4.0,3,10.0,6,1,1,0,0.0
14562563,,2.0,6,5.0,5,1,1,0,0.0
14607422,,4.0,2,6.0,6,1,1,0,0.0
14615272,,3.0,4,4.0,3,1,1,0,0.0
14618122,,3.0,2,8.0,7,0,1,0,0.0
14631143,,3.0,4,10.0,5,1,1,0,2.0
14659616,,3.0,5,3.0,1,1,1,1,3.0
14711634,,3.0,2,8.0,1,1,1,0,1.0
14796695,,2.0,2,5.0,7,0,1,0,0.0
14857664,,3.0,2,3.0,6,0,1,1,0.0
