userid,education,region,hhsz,age,income,child,race,country,barnesandnoble_purchases
15514646,5.0,1.0,3,11.0,2,1,1,0,5.0
15557019,,2.0,3,6.0,6,1,1,0,0.0
15569358,,4.0,4,7.0,7,0,1,0,0.0
15603665,,4.0,3,11.0,1,0,1,0,0.0
15644966,5.0,1.0,3,3.0,1,1,1,0,0.0
10265713,1.0,4.0,3,9.0,2,1,1,0,0.0
10527269,1.0,2.0,4,10.0,4,1,1,0,0.0
11497524,,3.0,3,9.0,7,1,1,0,0.0
11592522,,1.0,2,10.0,1,0,1,0,0.0
12524557,,3.0,3,11.0,5,1,1,0,0.0
12592049,,3.0,6,5.0,6,1,1,0,0.0
12885353,,3.0,2,4.0,4,0,1,0,0.0
12926830,2.0,2.0,5,9.0,4,1,1,0,0.0
12934051,,1.0,3,11.0,5,1,1,0,0.0
12940312,1.0,3.0,2,6.0,4,0,1,0,0.0
12978557,,1.0,4,11.0,3,1,1,0,6.0
12995819,,4.0,4,9.0,7,1,1,0,0.0
13024801,,1.0,2,4.0,5,0,1,0,0.0
13032728,,3.0,1,6.0,5,0,1,0,0.0
13040815,,3.0,5,8.0,6,1,1,0,9.0
13041623,,1.0,1,3.0,1,0,1,0,0.0
13047350,,3.0,2,6.0,7,0,1,0,0.0
13110486,2.0,4.0,4,6.0,6,1,1,0,5.0
13151317,,4.0,3,6.0,6,1,1,1,0.0
13344413,,3.0,4,5.0,4,1,1,0,0.0
13417208,,3.0,4,7.0,4,1,1,1,0.0
13458419,,2.0,2,6.0,4,0,1,0,0.0
13639460,4.0,1.0,2,8.0,6,1,1,0,2.0
13854276,,4.0,3,6.0,6,1,1,0,0.0
14069756,4.0,2.0,3,7.0,6,1,1,0,0.0
14149211,,3.0,2,6.0,5,0,1,0,0.0
14299699,,2.0,5,7.0,3,1,1,0,0.0
14326188,,1.0,2,3.0,1,0,1,0,2.0
14362694,,3.0,2,6.0,5,0,1,0,0.0
14381675,,4.0,4,8.0,5,1,1,0,0.0
14417168,,2.0,1,7.0,5,0,1,0,1.0
14451086,,1.0,3,6.0,2,0,1,0,0.0
14474868,,2.0,4,9.0,2,1,1,0,0.0
14536356,,3.0,4,7.0,3,1,1,1,0.0
14551609,,1.0,2,9.0,5,0,1,0,0.0
14589455,,2.0,3,7.0,7,1,1,0,0.0
14607751,,4.0,3,6.0,1,1,1,0,0.0
14629078,,3.0,1,3.0,1,0,1,0,0.0
14629809,,3.0,5,7.0,7,1,1,0,0.0
14632997,,2.0,3,3.0,2,1,1,1,15.0
14659203,,4.0,4,7.0,7,1,1,0,0.0
14795168,,2.0,3,3.0,1,0,1,0,0.0
14795768,,4.0,2,4.0,5,0,1,1,15.0
14810118,,3.0,2,6.0,1,0,2,0,1.0
14833732,,3.0,2,8.0,7,0,1,0,0.0
14838686,,4.0,1,5.0,6,0,1,1,0.0
14854376,,2.0,5,10.0,7,1,1,0,0.0
14895816,,3.0,6,8.0,6,1,1,0,0.0
14911903,,2.0,4,10.0,2,1,1,0,0.0
14952591,,2.0,3,9.0,6,1,1,0,1.0
15010090,,3.0,3,5.0,7,1,1,0,0.0
15011281,,3.0,2,6.0,1,0,1,0,0.0
15054076,,1.0,3,8.0,4,1,1,0,2.0
15059623,1.0,2.0,1,7.0,3,0,1,0,0.0
15084808,,1.0,3,11.0,5,1,1,0,0.0
15105737,2.0,1.0,5,7.0,7,1,1,0,0.0
15200429,,4.0,2,9.0,4,0,1,0,0.0
15202087,,3.0,4,5.0,5,1,1,0,4.0
15202147,,3.0,2,7.0,7,1,1,0,1.0
15224591,,1.0,4,4.0,1,1,1,0,0.0
15251175,,3.0,3,7.0,7,1,1,0,0.0
15296700,,4.0,5,11.0,7,1,1,0,0.0
15367124,4.0,2.0,3,5.0,4,1,1,0,0.0
15385077,,3.0,3,10.0,7,1,1,0,0.0
15404906,2.0,4.0,5,8.0,7,1,1,0,0.0
15417636,4.0,1.0,3,8.0,5,1,1,0,2.0
15467321,2.0,3.0,2,7.0,4,0,1,0,0.0
15468435,,3.0,4,4.0,5,1,1,0,0.0
15479831,4.0,3.0,3,8.0,5,1,1,0,0.0
15506059,1.0,3.0,3,8.0,5,1,1,0,0.0
15574711,,1.0,2,6.0,2,0,1,0,0.0
15680840,,1.0,3,10.0,7,1,1,0,0.0
15687642,,3.0,4,9.0,4,1,1,0,0.0
10209792,1.0,1.0,4,5.0,5,0,1,1,0.0
10653056,2.0,3.0,2,8.0,5,1,1,0,10.0
11510479,1.0,2.0,2,5.0,2,1,1,0,0.0
11538503,,4.0,2,7.0,5,1,1,0,0.0
11577175,4.0,2.0,5,5.0,6,1,1,0,0.0
11622453,,1.0,4,6.0,7,1,1,0,0.0
12728389,2.0,4.0,4,6.0,6,1,1,1,0.0
12735226,4.0,2.0,6,5.0,7,1,1,0,0.0
12909119,,4.0,2,11.0,3,0,1,0,0.0
12943321,,4.0,3,3.0,5,1,1,0,0.0
12954470,,4.0,2,6.0,4,0,1,0,0.0
13012888,,4.0,2,5.0,7,1,3,0,3.0
13040389,,2.0,3,6.0,4,1,1,0,0.0
13051208,,1.0,3,9.0,4,1,1,0,0.0
13115335,,2.0,4,6.0,7,1,1,0,1.0
13132417,4.0,2.0,3,4.0,6,1,1,1,1.0
13379634,,4.0,2,9.0,2,0,1,0,0.0
13480204,,3.0,3,5.0,4,0,1,1,0.0
13718310,,4.0,2,6.0,7,0,1,1,0.0
13733524,,4.0,2,6.0,4,0,1,1,0.0
13753076,,3.0,3,11.0,6,1,1,0,0.0
13763464,2.0,2.0,5,7.0,5,1,1,1,0.0
13764497,4.0,3.0,6,9.0,4,1,1,0,0.0
13995137,,3.0,1,11.0,4,0,1,0,7.0
14133666,,4.0,3,6.0,7,1,1,0,2.0
14215601,,4.0,2,8.0,7,1,3,0,0.0
14217013,,2.0,2,3.0,4,0,1,0,12.0
14280782,4.0,1.0,2,5.0,7,0,1,0,0.0
14361162,2.0,1.0,3,8.0,5,1,1,0,0.0
14577814,2.0,4.0,3,4.0,5,1,1,1,1.0
14633819,,3.0,2,11.0,1,0,1,0,0.0
14640625,,2.0,3,8.0,6,1,1,0,0.0
14702443,,4.0,3,10.0,5,1,1,1,0.0
14761474,,1.0,5,7.0,7,1,1,0,0.0
14899503,,1.0,6,6.0,6,1,1,0,0.0
14950834,,1.0,1,11.0,3,0,1,0,0.0
14980305,,1.0,4,11.0,2,1,1,0,2.0
14990657,,4.0,3,8.0,7,1,1,0,0.0
15010986,5.0,2.0,2,6.0,3,0,1,1,0.0
15195947,,4.0,4,7.0,4,1,1,0,0.0
15263767,,2.0,3,6.0,2,1,1,0,0.0
15282184,,1.0,2,4.0,3,0,1,0,1.0
15294282,2.0,3.0,4,8.0,5,1,1,0,0.0
15298254,2.0,2.0,4,5.0,2,1,1,1,0.0
15316384,,3.0,4,11.0,5,1,1,0,0.0
15344093,4.0,4.0,6,8.0,7,1,1,0,0.0
15394510,1.0,1.0,5,6.0,6,1,1,0,1.0
15433784,,3.0,2,11.0,7,0,1,0,0.0
15523247,,1.0,4,5.0,6,1,1,0,0.0
15658998,2.0,4.0,1,5.0,3,0,1,0,1.0
15659968,1.0,3.0,3,11.0,3,1,1,0,0.0
15684244,,2.0,4,8.0,3,1,1,1,0.0
9581009,,2.0,2,7.0,5,1,1,0,1.0
9905699,3.0,1.0,1,5.0,5,0,1,0,0.0
10530169,2.0,2.0,2,8.0,1,0,1,1,0.0
11537300,,4.0,1,9.0,5,0,1,0,3.0
12910848,,1.0,4,6.0,7,1,1,0,0.0
12915567,1.0,3.0,4,7.0,5,1,1,0,6.0
12958679,,3.0,3,6.0,6,1,1,0,1.0
12982376,2.0,3.0,4,8.0,5,1,1,0,6.0
13077229,,1.0,2,9.0,6,1,1,0,0.0
13343485,4.0,4.0,3,10.0,5,1,1,1,0.0
13402298,,4.0,2,10.0,6,0,1,0,0.0
13472876,2.0,4.0,3,10.0,2,1,1,0,0.0
13572117,,1.0,4,11.0,5,0,1,1,0.0
13640006,4.0,3.0,4,8.0,5,1,1,0,0.0
13734532,,1.0,2,7.0,5,0,1,0,0.0
13899312,1.0,1.0,2,7.0,1,0,1,1,0.0
13993337,1.0,2.0,4,8.0,3,1,1,0,0.0
14220027,,1.0,5,6.0,7,1,1,0,0.0
14224140,,3.0,2,6.0,7,0,1,0,0.0
14332070,,3.0,5,5.0,7,1,1,0,0.0
14349358,,1.0,4,9.0,7,1,1,0,0.0
14416369,,3.0,2,5.0,7,0,1,1,0.0
14421038,,4.0,4,8.0,7,1,3,0,4.0
14430250,,1.0,2,10.0,3,0,1,1,0.0
14478177,,1.0,3,10.0,7,1,1,0,0.0
14501130,,1.0,3,7.0,7,1,1,0,0.0
14522213,,3.0,4,11.0,4,1,1,0,0.0
14595951,,3.0,3,7.0,3,1,1,0,0.0
14633441,,1.0,3,9.0,7,1,1,0,1.0
14659620,,3.0,2,9.0,4,1,1,0,0.0
14859373,,3.0,2,6.0,5,0,1,0,0.0
14881091,,2.0,2,4.0,3,0,1,0,0.0
14910231,,2.0,2,10.0,6,0,1,0,0.0
15055865,,2.0,2,11.0,4,0,1,0,0.0
15059760,4.0,3.0,4,2.0,1,0,1,0,0.0
15082673,,2.0,4,11.0,5,1,1,0,6.0
15197092,,1.0,4,9.0,5,1,1,0,1.0
15364359,1.0,1.0,4,7.0,5,1,1,0,0.0
15477401,4.0,3.0,4,6.0,6,1,1,0,3.0
15608596,1.0,4.0,5,9.0,7,1,3,0,0.0
15690702,4.0,1.0,3,10.0,6,1,1,0,0.0
9906766,1.0,3.0,3,11.0,2,1,2,0,0.0
11487851,,4.0,3,6.0,7,1,1,1,0.0
12684798,5.0,3.0,5,7.0,6,1,1,1,0.0
13004930,,1.0,4,3.0,2,1,1,0,0.0
13171333,,1.0,5,4.0,5,1,1,0,0.0
13342770,2.0,2.0,3,7.0,1,1,1,0,2.0
13397209,,3.0,2,11.0,6,0,1,0,0.0
13574512,,1.0,2,2.0,1,0,1,1,0.0
13577415,,1.0,2,3.0,2,1,1,0,0.0
13735912,,4.0,3,11.0,5,0,1,0,0.0
13774545,4.0,3.0,4,6.0,3,1,1,0,0.0
13901461,,1.0,3,9.0,7,1,1,0,0.0
13921766,2.0,4.0,3,3.0,4,1,1,1,0.0
14078836,,4.0,3,9.0,7,1,1,0,0.0
14086572,,2.0,2,6.0,6,0,1,0,0.0
14110526,,4.0,5,6.0,6,1,1,0,0.0
14285685,,4.0,4,8.0,5,1,1,0,0.0
14339758,,3.0,4,3.0,3,1,1,0,0.0
14393522,,2.0,2,11.0,5,0,1,0,0.0
14410804,,1.0,3,10.0,2,1,1,0,0.0
14412866,,4.0,4,7.0,7,1,1,0,0.0
14417983,,3.0,2,7.0,7,0,1,0,0.0
14518394,,1.0,2,4.0,5,0,1,0,0.0
14585892,,2.0,3,3.0,5,1,1,0,0.0
14736588,,3.0,4,8.0,6,1,1,0,0.0
14823834,,4.0,2,7.0,7,0,1,0,0.0
14825371,,4.0,3,8.0,4,1,1,0,28.0
14900142,,,1,8.0,2,0,1,0,0.0
14964030,,4.0,4,7.0,6,0,1,0,28.0
15053605,,4.0,2,10.0,6,0,1,0,0.0
15054318,,3.0,3,3.0,2,1,1,0,0.0
15069718,,2.0,2,6.0,5,1,1,1,7.0
15081430,,3.0,4,2.0,2,1,1,0,0.0
15200371,4.0,1.0,4,9.0,4,1,1,0,4.0
15415723,1.0,3.0,2,10.0,2,0,1,0,0.0
15447347,,3.0,2,6.0,7,1,1,0,0.0
15476690,2.0,1.0,2,3.0,1,0,2,0,7.0
15542464,2.0,4.0,4,10.0,7,1,3,0,0.0
15608198,,2.0,5,7.0,7,1,1,0,1.0
15690614,,3.0,4,11.0,5,0,1,0,0.0
15698227,4.0,3.0,3,8.0,7,1,1,0,0.0
9572843,,4.0,2,6.0,6,0,1,0,0.0
10752183,4.0,2.0,5,10.0,5,0,1,0,0.0
12008247,,3.0,1,7.0,4,0,1,0,0.0
12501317,,4.0,1,9.0,7,0,1,0,0.0
12612004,,2.0,4,11.0,2,1,1,0,0.0
12769977,4.0,3.0,5,7.0,6,1,1,0,0.0
12779981,,3.0,5,4.0,2,1,1,0,0.0
12910757,,1.0,2,11.0,7,0,1,0,0.0
12951314,,4.0,2,10.0,6,1,1,0,0.0
13020812,,3.0,2,8.0,7,0,1,0,0.0
13134039,,3.0,4,4.0,6,1,1,0,0.0
13371759,,2.0,2,5.0,4,0,1,0,0.0
13468844,,2.0,2,2.0,1,0,1,1,0.0
13647454,5.0,2.0,3,11.0,4,1,1,0,0.0
13710075,5.0,4.0,2,11.0,5,0,3,1,0.0
13904948,,1.0,4,6.0,5,1,1,0,3.0
13961420,2.0,3.0,6,7.0,7,1,1,0,1.0
14232827,,2.0,6,6.0,6,1,1,0,0.0
14332858,,4.0,4,8.0,4,1,1,1,0.0
14400842,,2.0,4,5.0,6,1,1,0,0.0
14411349,,3.0,4,6.0,5,1,1,0,12.0
14419929,,3.0,4,2.0,2,0,2,0,0.0
14487927,,3.0,3,6.0,3,1,1,0,0.0
14533147,,1.0,2,5.0,3,0,1,0,14.0
14563459,,3.0,5,7.0,5,1,1,0,0.0
14566669,,2.0,5,11.0,7,1,1,0,0.0
14585566,,3.0,3,5.0,5,1,1,0,0.0
14606533,,2.0,2,3.0,3,0,1,0,0.0
14623354,,2.0,5,8.0,4,1,1,0,0.0
14646585,,3.0,4,11.0,1,0,1,0,0.0
14669152,,3.0,2,8.0,5,1,1,0,0.0
14713860,,3.0,2,6.0,7,1,1,0,0.0
14789204,,4.0,5,6.0,5,1,1,0,2.0
14827534,,3.0,3,11.0,5,1,1,0,46.0
14889936,,3.0,3,11.0,2,1,1,0,1.0
14912954,2.0,3.0,2,3.0,1,0,1,0,0.0
14947718,,2.0,4,7.0,5,1,1,0,0.0
14993811,,2.0,3,7.0,7,1,1,0,0.0
15041449,,4.0,4,7.0,5,1,1,0,0.0
15066333,1.0,1.0,4,8.0,6,1,1,0,4.0
15217826,,3.0,5,7.0,7,1,1,0,0.0
15253689,2.0,3.0,4,11.0,1,1,1,0,0.0
15267352,,3.0,6,11.0,5,1,1,0,1.0
15283724,4.0,2.0,3,7.0,7,1,3,0,0.0
15310155,2.0,2.0,6,8.0,6,1,1,0,0.0
15377527,1.0,2.0,2,5.0,6,1,1,0,0.0
15516475,,1.0,3,5.0,5,1,1,0,0.0
15531930,,2.0,6,8.0,5,1,1,0,0.0
15536042,2.0,2.0,6,8.0,4,1,1,0,0.0
15548409,,1.0,2,6.0,4,1,1,0,5.0
15578203,2.0,3.0,5,7.0,2,1,1,0,0.0
15586284,2.0,1.0,5,6.0,6,1,1,0,2.0
15611886,2.0,4.0,2,8.0,1,0,1,0,0.0
15612810,2.0,2.0,4,8.0,3,1,1,1,0.0
15646101,1.0,2.0,1,8.0,2,0,1,0,2.0
15674109,4.0,2.0,3,5.0,4,1,1,0,0.0
11426073,2.0,2.0,4,6.0,5,0,1,0,0.0
11442947,,2.0,2,6.0,7,0,1,0,1.0
11600603,,2.0,2,11.0,6,0,1,0,0.0
11653772,,2.0,4,5.0,6,1,1,1,0.0
11939640,,1.0,4,7.0,5,1,1,0,0.0
12596214,2.0,2.0,3,6.0,4,1,1,0,0.0
12698540,,3.0,3,3.0,4,1,1,1,0.0
12757085,,3.0,5,8.0,7,1,1,1,0.0
12849651,5.0,1.0,2,4.0,7,0,1,1,0.0
12908660,2.0,3.0,4,7.0,7,1,1,0,3.0
12924127,2.0,3.0,2,3.0,6,1,1,1,0.0
12936827,,2.0,3,6.0,4,1,1,0,0.0
12950677,4.0,3.0,2,5.0,5,1,1,0,1.0
12951476,1.0,2.0,4,6.0,5,1,1,0,0.0
12958514,,4.0,2,4.0,3,0,1,0,0.0
12992941,,3.0,4,11.0,5,0,1,0,1.0
13024062,,3.0,3,3.0,3,1,1,0,27.0
13031709,1.0,3.0,3,6.0,7,1,1,0,7.0
13034684,,3.0,4,9.0,7,0,1,0,6.0
13038058,,3.0,2,6.0,3,0,1,0,0.0
13056933,,3.0,5,7.0,5,1,1,0,0.0
13140998,,3.0,2,3.0,6,1,1,0,0.0
13173367,,2.0,3,10.0,7,1,1,0,0.0
13536424,,2.0,2,3.0,7,0,1,0,0.0
13587340,,3.0,3,6.0,7,1,1,0,0.0
13637936,,1.0,4,9.0,7,1,1,0,13.0
13638334,,4.0,5,8.0,7,1,1,0,0.0
13656350,,3.0,4,6.0,7,1,1,0,0.0
13684595,,4.0,2,4.0,4,0,1,0,0.0
13736622,,2.0,4,5.0,4,1,1,0,0.0
13749371,,1.0,4,7.0,7,1,1,0,3.0
13754850,4.0,4.0,5,8.0,6,1,1,0,0.0
13823226,1.0,2.0,3,8.0,3,1,1,0,2.0
13930571,4.0,1.0,2,1.0,2,0,1,0,0.0
13972952,4.0,4.0,2,1.0,2,0,1,0,0.0
13983265,,4.0,4,11.0,5,1,1,0,0.0
14285468,,4.0,3,8.0,7,1,1,0,4.0
14288468,,3.0,2,10.0,4,1,1,0,0.0
14297232,,4.0,2,7.0,3,1,1,0,0.0
14300488,,3.0,3,3.0,3,1,1,0,0.0
14322037,,2.0,2,5.0,6,1,1,0,3.0
14332265,,1.0,2,7.0,7,0,1,0,0.0
14332710,,2.0,1,5.0,6,0,1,0,0.0
14334301,,1.0,4,3.0,4,1,1,0,0.0
14342714,,2.0,4,10.0,7,1,1,0,0.0
14356609,,3.0,6,8.0,5,1,1,0,0.0
14366333,,3.0,3,10.0,5,1,1,1,3.0
14370809,,3.0,2,8.0,4,0,1,0,1.0
14373649,,2.0,4,7.0,7,0,1,0,0.0
14384719,,3.0,2,8.0,5,1,1,0,0.0
14391031,,3.0,2,5.0,3,0,1,0,1.0
14411627,,1.0,2,5.0,5,1,1,0,1.0
14415009,,3.0,5,8.0,6,1,1,0,0.0
